Date,BTC Open,BTC Close,ETH Open,ETH Close,LTC Open,LTC Close,XRP Open,XRP Close,USDT Open,USDT Close
8/23/2019,10361.49,10581.6,195.78,197.46,75.43,76.53,0.2776,0.2811,1,1.0015
8/22/2019,10340.89,10361.49,191.17,195.78,74.7,75.43,0.2716,0.2776,0.9981,1
8/21/2019,10854.61,10340.89,198.64,191.17,75.98,74.7,0.2776,0.2716,1.0006,0.9981
8/20/2019,10967,10854.61,203.8,198.64,77.69,75.98,0.2843,0.2776,1.0003,1.0006
8/19/2019,10496.12,10967,197.67,203.8,77.69,77.69,0.2882,0.2843,1.0005,1.0003
8/18/2019,10424.22,10496.12,188.99,197.67,74.42,77.69,0.2709,0.2882,1.0004,1.0005
8/17/2019,10529.88,10424.22,188.69,188.99,76.08,74.42,0.2658,0.2709,1.0013,1.0004
8/16/2019,10479.22,10529.88,191.5,188.69,77.92,76.08,0.2696,0.2658,0.9997,1.0013
8/15/2019,10159.05,10479.22,189,191.5,76.78,77.92,0.2661,0.2696,0.9969,0.9997
8/14/2019,10936.91,10159.05,210.09,189,85.25,76.78,0.2982,0.2661,0.9969,0.9969
8/13/2019,11410.3,10936.91,211.94,210.09,85.88,85.25,0.3006,0.2982,0.9986,0.9969
8/12/2019,11571.14,11410.3,216.3,211.94,90.08,85.88,0.303,0.3006,0.9989,0.9986
8/11/2019,11332.29,11571.14,207.28,216.3,85.35,90.08,0.2991,0.303,0.9969,0.9986
8/10/2019,11885.95,11332.29,211.18,207.28,84.45,85.35,0.297,0.2991,0.9987,0.9969
8/9/2019,11986.99,11885.95,220.89,211.18,89.85,84.45,0.3076,0.297,0.999,0.9987
8/8/2019,11926.76,11986.99,224.55,220.89,90.37,89.85,0.3105,0.3076,0.9988,0.999
8/7/2019,11437.77,11926.76,225.19,224.55,92.82,90.37,0.3106,0.3105,0.9991,0.9988
8/6/2019,11741.49,11437.77,232.31,225.19,95.94,92.82,0.3205,0.3106,1,0.9991
8/5/2019,10945.73,11741.49,222.05,232.31,92.41,95.94,0.3178,0.3205,1.0028,1
8/4/2019,10802.52,10945.73,221.81,222.05,94.41,92.41,0.3151,0.3178,1.0006,1.0028
8/3/2019,10555.76,10802.52,218.37,221.81,94.97,94.41,0.3128,0.3151,1.0006,1.0006
8/2/2019,10420.81,10555.76,218.3,218.37,99.44,94.97,0.3167,0.3128,1.0016,1.0006
8/1/2019,10143,10420.81,219.17,218.3,99.38,99.44,0.3211,0.3167,1.0003,1.0016
7/31/2019,9726.65,10143,212.96,219.17,91.53,99.38,0.3222,0.3211,1.0008,1.0003
7/30/2019,9690.47,9726.65,214.72,212.96,92.05,91.53,0.3162,0.3222,0.9977,1.0008
7/29/2019,9725.86,9690.47,215.38,214.72,91.99,92.05,0.3182,0.3162,0.9999,0.9977
7/28/2019,9702.4,9725.86,211.16,215.38,90.34,91.99,0.3171,0.3182,0.9989,0.9999
7/27/2019,9949.35,9702.4,221.76,211.16,95.41,90.34,0.3277,0.3171,1.0012,0.9989
7/26/2019,9974.79,9949.35,221.28,221.76,94.44,95.41,0.317,0.3277,1,1.0012
7/25/2019,9944.27,9974.79,220.57,221.28,96.05,94.44,0.3217,0.317,1.0003,1
7/24/2019,10001,9944.27,215.43,220.57,91.65,96.05,0.3141,0.3217,1,1.0003
7/23/2019,10397.31,10001,218.37,215.43,95.78,91.65,0.323,0.3141,0.9985,1
7/22/2019,10642.95,10397.31,226.89,218.37,101.04,95.78,0.3316,0.323,1.0005,0.9985
7/21/2019,10750.5,10642.95,228.73,226.89,100.35,101.04,0.3344,0.3316,1.0019,1.0005
7/20/2019,10577.26,10750.5,222.08,228.73,98.87,100.35,0.3214,0.3344,1.0021,1.0019
7/19/2019,10651,10577.26,226.05,222.08,101.21,98.87,0.3218,0.3214,1.0029,1.0021
7/18/2019,9791.96,10651,213.14,226.05,90.99,101.21,0.3137,0.3218,1.0029,1.0029
7/17/2019,9563.5,9791.96,202.25,213.14,80.9,90.99,0.3004,0.3137,1.0002,1.0029
7/16/2019,11013.49,9563.5,232,202.25,92.07,80.9,0.3174,0.3004,1.0005,1.0002
7/15/2019,10321.49,11013.49,228.61,232,90.67,92.07,0.3081,0.3174,1.001,1.0005
7/14/2019,11419.3,10321.49,270.16,228.61,101.7,90.67,0.3333,0.3081,1.0018,1.001
7/13/2019,11851.91,11419.3,276.2,270.16,105.23,101.7,0.3472,0.3333,1.0036,1.0018
7/12/2019,11383.16,11851.91,269.13,276.2,103.48,105.23,0.3303,0.3472,1.0004,1.0036
7/11/2019,12143.4,11383.16,289.5,269.13,108.08,103.48,0.362,0.3303,0.9989,1.0004
7/10/2019,12425.4,12143.4,303.5,289.5,118.15,108.08,0.388,0.362,1.0019,0.9989
7/9/2019,12075,12425.4,306.01,303.5,121.33,118.15,0.3935,0.388,1.0036,1.0019
7/8/2019,11373.19,12075,302.75,306.01,118.83,121.33,0.394,0.3935,1.0049,1.0036
7/7/2019,11232.47,11373.19,288.36,302.75,118.63,118.83,0.3912,0.394,0.9996,1.0049
7/6/2019,10950.53,11232.47,288.03,288.36,118.44,118.63,0.3789,0.3912,1.0014,0.9996
7/5/2019,11192.68,10950.53,284.6,288.03,120.14,118.44,0.3879,0.3789,0.999,1.0014
7/4/2019,11800,11192.68,298.46,284.6,120,120.14,0.3994,0.3879,1.0021,0.999
7/3/2019,10708.19,11800,288.47,298.46,117.51,120,0.3959,0.3994,0.9993,1.0027
7/2/2019,10655.02,10708.19,295.43,288.47,122.67,117.51,0.407,0.3959,0.9968,0.9993
7/1/2019,10706.39,10655.02,289.7,295.43,121.87,122.67,0.3942,0.407,0.99,0.9968
6/30/2019,11811.67,10706.39,316,289.7,132.69,121.87,0.4231,0.3942,0.9967,0.99
6/29/2019,12382.97,11811.67,309.3,316,119.99,132.69,0.4235,0.4231,0.996,0.9967
6/28/2019,11090,12382.97,292.8,309.3,113.3,119.99,0.404,0.4235,0.9852,0.996
6/27/2019,12763.93,11090,329.57,292.8,128.54,113.3,0.455,0.404,0.99,0.9852
6/26/2019,11400,12763.93,307,329.57,131.26,128.54,0.4539,0.455,0.995,0.99
6/25/2019,10790.01,11400,304.43,307,133.21,131.26,0.4649,0.4539,0.9964,0.995
6/24/2019,10601,10790.01,299.67,304.43,133.85,133.21,0.4576,0.4649,0.9922,0.9964
6/23/2019,10385.47,10601,299.99,299.67,137.54,133.85,0.461,0.4576,0.995,0.9922
6/22/2019,9961.55,10385.47,289.1,299.99,135.55,137.54,0.4348,0.461,1.0028,0.995
6/21/2019,9450,9961.55,269.79,289.1,134.4,135.55,0.426,0.4348,1.002,1.0028
6/20/2019,9214.51,9450,266.45,269.79,136.41,134.4,0.4318,0.426,1.0022,1.002
6/19/2019,9012,9214.51,262.24,266.45,133.86,136.41,0.4236,0.4318,0.9997,1.0022
6/18/2019,9115.5,9012,268,262.24,130.79,133.86,0.4382,0.4236,1.0028,0.9997
6/17/2019,8837,9115.5,263.92,268,134.08,130.79,0.4216,0.4382,1.0016,1.0028
6/16/2019,8781.22,8837,266.56,263.92,136.63,134.08,0.4081,0.4216,1.0043,1.0011
6/15/2019,8640.5,8781.22,263.15,266.56,132.29,136.63,0.4017,0.4081,1.0047,1.0043
6/14/2019,8213.33,8640.5,253.56,263.15,130.87,132.29,0.3997,0.4017,1.0021,1.0047
6/13/2019,8138.5,8213.33,261.5,253.56,135.47,130.87,0.4,0.3997,1.0035,1.0021
6/12/2019,7902.32,8138.5,245.14,261.5,136.29,135.47,0.3923,0.4,1.0033,1.0035
6/11/2019,7988.3,7902.32,246.23,245.14,129.49,136.29,0.399,0.3923,1.0039,1.0033
6/10/2019,7666.78,7988.3,232.42,246.23,115.97,129.49,0.3889,0.399,1.0016,1.0039
6/9/2019,7959.8,7666.78,245.29,232.42,118.44,115.97,0.411,0.3889,1.0038,1.0016
6/8/2019,8005.25,7959.8,251.4,245.29,117.63,118.44,0.4227,0.411,1.0024,1.0038
6/7/2019,7805,8005.25,249.23,251.4,111.07,117.63,0.42,0.4227,1.0024,1.0024
6/6/2019,7834.07,7805,246.68,249.23,104.12,111.07,0.4043,0.42,1.0016,1.0024
6/5/2019,7714.5,7834.07,241.55,246.68,101.84,104.12,0.4,0.4043,0.998,1.0016
6/4/2019,8145.5,7714.5,250.61,241.55,106.66,101.84,0.42,0.4,0.9994,0.998
6/3/2019,8652.19,8145.5,266.36,250.61,113.4,106.66,0.4393,0.42,1.0005,0.9994
6/2/2019,8484.99,8652.19,262.7,266.36,111.7,113.4,0.4249,0.4393,1.0007,1.0005
6/1/2019,8537,8484.99,266.12,262.7,114.51,111.7,0.4377,0.4249,1.0005,1.0007
5/31/2019,8317.7,8537,256.04,266.12,108.61,114.51,0.42,0.4377,1.0009,1.0005
5/30/2019,8500,8317.7,264.44,256.04,112.84,108.61,0.437,0.42,1.0016,1.0009
5/29/2019,8500,8500,264.52,264.44,111.23,112.84,0.437,0.437,1.0012,1.0021
5/28/2019,8494.13,8500,263.7,264.52,112.71,111.23,0.4202,0.437,1.002,1.0012
5/27/2019,8334,8494.13,255.91,263.7,107.24,112.71,0.391,0.4202,1.0097,1.002
5/26/2019,7872.5,8334,245.61,255.91,100.44,107.24,0.3795,0.391,1.0046,1.0097
5/25/2019,7854.33,7872.5,243.96,245.61,98.35,100.44,0.3763,0.3795,1.0033,1.0046
5/24/2019,7815.6,7854.33,245.16,243.96,88.51,98.35,0.3795,0.3763,1.0037,1.0033
5/23/2019,7650,7815.6,244.5,245.16,88.37,88.51,0.3741,0.3795,1.0003,1.0037
5/22/2019,7869.72,7650,252.3,244.5,90.4,88.37,0.3945,0.3741,1.0044,1.0003
5/21/2019,7897,7869.72,248.95,252.3,89.94,90.4,0.3938,0.3945,1.006,1.0044
5/20/2019,8001,7897,255.95,248.95,93.12,89.94,0.4114,0.3938,1.0053,1.006
5/19/2019,7270,8001,235.07,255.95,87.22,93.12,0.3729,0.4114,1.0026,1.0053
5/18/2019,7314.99,7270,242,235.07,88.9,87.22,0.3866,0.3729,1.0015,1.0026
5/17/2019,7666,7314.99,257.51,242,93.28,88.9,0.4081,0.3866,1.0004,1.0015
5/16/2019,7900,7666,240.3,257.51,99,93.28,0.443,0.4081,1.0039,1.0004
5/15/2019,7866.81,7900,214.05,240.3,90,99,0.4055,0.443,0.9986,1.0039
5/14/2019,7800,7866.81,195.4,214.05,87.5,90,0.3227,0.4055,1.0016,0.9986
5/13/2019,6960,7800,187.51,195.4,84.84,87.5,0.3113,0.3227,1.0006,1.0017
5/12/2019,7190,6960,192.1,187.51,88.5,84.84,0.324,0.3113,1.0039,1.0006
5/11/2019,6431.33,7190,174.04,192.1,77.75,88.5,0.3,0.324,0.9945,1.0039
5/10/2019,6215.13,6431.33,170.5,174.04,74.5,77.75,0.296,0.3,0.9946,0.9945
5/9/2019,5974.98,6215.13,170.19,170.5,73.81,74.5,0.2993,0.296,0.9917,0.9946
5/8/2019,5775.83,5974.98,167.61,170.19,73.7,73.81,0.295,0.2993,0.9852,0.9917
5/7/2019,5664.72,5844,171.17,174.23,74.14,75.57,0.2992,0.2983,0.99,0.985
5/6/2019,5756.5,5664.72,162.27,171.17,75.43,74.14,0.2988,0.2992,0.9908,0.99
5/5/2019,5755.21,5756.5,161.35,162.27,76.86,75.43,0.2994,0.2988,0.9905,0.9908
5/4/2019,5642.38,5755.21,164.05,161.35,77.44,76.86,0.3015,0.2994,0.983,0.9905
5/3/2019,5459.89,5642.38,160.58,164.05,72.86,77.44,0.3006,0.3015,0.9807,0.983
5/2/2019,5374.88,5459.89,159.49,160.58,73.26,72.86,0.3026,0.3,0.9865,0.9807
5/1/2019,5341,5374.88,162.21,159.49,74.38,73.26,0.309,0.3026,0.9896,0.9865
4/30/2019,5297,5341,156.65,162.21,68.07,74.38,0.2963,0.309,0.9835,0.9896
4/29/2019,5362.41,5297,159.61,156.65,70.46,68.07,0.3021,0.2963,0.9702,0.9835
4/28/2019,5380.36,5362.41,161.55,159.61,73.34,70.46,0.3029,0.3021,0.976,0.9702
4/27/2019,5367.7,5380.36,159.27,161.55,74.63,73.34,0.3046,0.3029,0.9708,0.976
4/26/2019,5275,5367.7,156.2,159.27,72.52,74.63,0.2933,0.3046,0.981,0.9708
4/25/2019,5477,5275,166.84,156.2,73.86,72.52,0.3033,0.2933,1.0032,0.981
4/24/2019,5561.39,5477,171.48,166.84,74.78,73.86,0.3231,0.3033,1.0048,1.0032
4/23/2019,5423.3,5561.39,172.76,171.48,77.5,74.78,0.3256,0.3231,1.004,1.0048
4/22/2019,5337.41,5423.3,171.52,172.76,77.85,77.5,0.3256,0.3256,1.0042,1.004
4/21/2019,5346.66,5337.41,174.89,171.52,82.02,77.85,0.3294,0.3256,1.0031,1.0042
4/20/2019,5313.38,5346.66,174.17,174.89,82.75,82.02,0.3344,0.3294,1.0033,1.0031
4/19/2019,5295.8,5313.38,173.56,174.17,82.27,82.75,0.337,0.3344,1.0033,1.0033
4/18/2019,5260.89,5295.8,167.17,173.56,79.46,82.27,0.3386,0.337,1.0026,1.0033
4/17/2019,5218.29,5260.89,167,167.17,81.11,79.46,0.3269,0.3386,1.0033,1.0026
4/16/2019,5081.45,5218.29,161.89,167,79.28,81.11,0.3221,0.3269,1.0005,1.0033
4/15/2019,5193.77,5081.45,169.11,161.89,84.12,79.28,0.3339,0.3221,1.0035,1.0005
4/14/2019,5145.17,5193.77,165.78,169.11,79.1,84.12,0.3312,0.3339,1.0032,1.0035
4/13/2019,5139.63,5145.17,166.19,165.78,80.23,79.1,0.3306,0.3312,1.0031,1.0032
4/12/2019,5098.71,5139.63,166.82,166.19,80.21,80.23,0.3331,0.3306,1.004,1.0031
4/11/2019,5333.3,5098.71,177.93,166.82,88.56,80.21,0.3562,0.3331,1.0021,1.004
4/10/2019,5234.27,5333.3,177.27,177.93,87.45,88.56,0.353,0.3562,1.0065,1.0021
4/9/2019,5297.72,5234.27,181.09,177.27,89.03,87.45,0.359,0.353,1.0065,1.0065
4/8/2019,5171.18,5297.72,173.51,181.09,91.07,89.03,0.3617,0.359,1.003,1.0065
4/7/2019,5065,5171.18,166.36,173.51,93,91.07,0.3553,0.3617,1.0001,1.003
4/6/2019,5018.51,5065,165.28,166.36,88.57,93,0.3616,0.3553,1.0055,1.0001
4/5/2019,4871.63,5018.51,155.4,165.28,82.24,88.57,0.3308,0.3616,1.002,1.0055
4/4/2019,4954.68,4880,160.23,154.98,84.69,83,0.3425,0.3308,1.0056,1.002
4/3/2019,4811.51,4954.68,162.06,160.23,75.51,84.69,0.3483,0.3425,1.0075,1.0056
4/2/2019,4168.16,4811.51,142.17,162.06,60.58,75.51,0.3148,0.3483,0.998,1.0075
4/1/2019,4135.59,4168.16,142.08,142.17,60.96,60.58,0.3116,0.3148,0.9975,0.998
3/19/2019,4068.18,4068.5,139.99,141.2,60.2,60.48,0.3214,0.3205,0.9968,0.9975
3/18/2019,4062.01,4068.18,141.08,139.99,61.65,60.2,0.322,0.3214,0.9966,0.9968
3/17/2019,4075,4062.01,143.54,141.08,61.91,61.65,0.3248,0.322,0.9958,0.9966
3/16/2019,3985,4075,138.37,143.54,59.09,61.91,0.3196,0.3248,0.9965,0.9958
3/15/2019,3956,3985,134.98,138.37,56.92,59.09,0.3179,0.3196,0.9944,0.9965
3/14/2019,3958.74,3956,134.09,134.98,56.47,56.92,0.3205,0.3179,0.9935,0.9944
3/13/2019,3961.25,3958.74,136.03,134.09,57.63,56.47,0.3174,0.3205,0.9953,0.9935
3/12/2019,3948,3961.25,135.46,136.03,55.84,57.63,0.3165,0.3174,0.9956,0.995
3/11/2019,3985.14,3948,137.8,135.46,57.74,55.84,0.3191,0.3165,0.9975,0.9956
3/10/2019,3996.86,3985.14,139.16,137.8,58.46,57.74,0.3175,0.3191,0.9975,0.9975
3/9/2019,3943.55,3996.86,135.7,139.16,56.75,58.46,0.3138,0.3175,0.997,0.9975
3/8/2019,3947.81,3943.55,139.42,135.7,57.61,56.75,0.3193,0.3138,0.9958,0.997
3/7/2019,3920.78,3947.81,139.46,139.42,56.3,57.61,0.3206,0.3193,0.9954,0.9958
3/6/2019,3933.1,3920.78,138.57,139.46,53.46,56.3,0.32,0.3206,0.9953,0.9954
3/5/2019,3834.57,3933.1,129.2,138.57,47.08,53.46,0.3123,0.32,0.9959,0.9953
3/4/2019,3919.26,3834.57,134.05,129.2,49.09,47.08,0.3192,0.3123,0.9947,0.9959
3/3/2019,3929.4,3919.26,135.73,134.05,49.54,49.09,0.3216,0.3192,0.9944,0.9947
3/2/2019,3935.86,3929.4,139.27,135.73,48.35,49.54,0.3264,0.3216,0.9957,0.9944
3/1/2019,3913.25,3935.86,138.62,139.27,46.8,48.35,0.3225,0.3264,0.9945,0.9957
2/28/2019,3915.52,3913.25,138.85,138.62,46.2,46.8,0.32,0.3225,0.995,0.9945
2/27/2019,3910.93,3915.52,140,138.85,46.08,46.2,0.3259,0.32,0.9952,0.995
2/26/2019,3933.67,3910.93,141.8,140,46.98,46.08,0.3347,0.3259,0.9944,0.9952
2/25/2019,3880,3933.67,138.33,141.8,45.5,46.98,0.3096,0.3347,0.9934,0.9944
2/24/2019,4160.5,3880,158,138.33,51.48,45.5,0.3347,0.3096,0.9953,0.9934
2/23/2019,4045,4160.5,150.42,158,50.08,51.48,0.3287,0.3347,0.996,0.9953
2/22/2019,3982.06,4045,147.56,150.42,49.78,50.08,0.3257,0.3287,0.997,0.996
2/21/2019,4027.5,3982.06,150.33,147.56,51.95,49.78,0.3351,0.3257,0.9959,0.997
2/20/2019,3968.6,4027.5,146,150.33,47.86,51.95,0.3291,0.3351,0.9942,0.9959
2/19/2019,3929.7,3968.6,146.29,146,47.9,47.86,0.3233,0.3291,0.9968,0.9942
2/18/2019,3752.97,3929.7,137,146.29,44.72,47.9,0.3096,0.3233,0.9954,0.9968
2/17/2019,3715.59,3752.97,125.68,137,44.58,44.72,0.3085,0.3096,0.995,0.9954
2/16/2019,3675.06,3715.59,123.93,125.68,43.26,44.58,0.3077,0.3085,0.9943,0.995
2/15/2019,3668.04,3675.06,123.4,123.93,42.32,43.26,0.3097,0.3077,0.9967,0.9943
2/14/2019,3688.43,3668.04,123.96,123.4,42.56,42.32,0.3099,0.3097,0.996,0.9967
2/13/2019,3690,3688.43,123.93,123.96,44.6,42.56,0.3097,0.3099,0.9971,0.9967
2/12/2019,3675.92,3690,122.48,123.93,43.63,44.6,0.3075,0.3097,0.9984,0.9971
2/11/2019,3733.7,3675.92,126.52,122.48,47.23,43.63,0.3136,0.3075,0.9929,0.9984
2/10/2019,3709.44,3733.7,120.5,126.52,44.95,47.23,0.3152,0.3136,0.9896,0.9929
2/9/2019,3695.07,3709.44,120.55,120.5,43.47,44.95,0.3148,0.3152,0.991,0.9896
2/8/2019,3466.57,3695.07,106.77,120.55,33.71,43.47,0.2989,0.3148,0.9921,0.991
2/7/2019,3472.28,3466.57,106.4,106.77,33.49,33.71,0.297,0.2989,0.992,0.9921
2/6/2019,3532.33,3472.28,108.9,106.4,34.7,33.49,0.3056,0.297,0.9889,0.992
2/5/2019,3508.52,3532.33,108.95,108.9,34.61,34.7,0.3039,0.3056,0.9899,0.9889
2/4/2019,3504.1,3508.52,108.9,108.95,33.93,34.61,0.3078,0.3039,0.9901,0.9899
2/3/2019,3552.1,3504.1,111.5,108.9,34.68,33.93,0.3137,0.3078,0.9903,0.9901
2/2/2019,3541.4,3552.1,108.88,111.5,33.37,34.68,0.3138,0.3137,0.9891,0.9903
2/1/2019,3500.76,3541.4,108.22,108.88,32.03,33.37,0.3162,0.3138,0.9883,0.9892
1/31/2019,3526,3500.76,110.64,108.22,32.3,32.03,0.3254,0.3162,0.9877,0.9883
1/30/2019,3501.97,3526,107.72,110.64,31.72,32.3,0.2959,0.3254,0.9918,0.9877
1/29/2019,3538,3501.97,108.88,107.72,31.8,31.72,0.3023,0.2959,0.9889,0.9918
1/28/2019,3643.02,3538,115,108.88,33.16,31.8,0.3145,0.3023,0.9895,0.9889
1/27/2019,3673.98,3643.02,118.59,115,33.8,33.16,0.3215,0.3145,0.9885,0.9895
1/26/2019,3671,3673.98,118.34,118.59,33.66,33.8,0.3234,0.3215,0.9884,0.9885
1/25/2019,3680.12,3671,119.82,118.34,33.69,33.66,0.326,0.3234,0.9881,0.9885
1/24/2019,3677.24,3680.12,120.11,119.82,32.6,33.69,0.3241,0.326,0.9851,0.9881
1/23/2019,3700.5,3677.24,121.97,120.11,32.61,32.6,0.3289,0.3241,0.9882,0.9851
1/22/2019,3660,3700.5,119.77,121.97,31.91,32.61,0.3292,0.3289,0.9899,0.9882
1/21/2019,3680,3660,122,119.77,31.79,31.91,0.3311,0.3292,0.9915,0.9899
1/20/2019,3791.22,3680,126.2,122,33.25,31.79,0.3376,0.3311,0.994,0.9915
1/19/2019,3731.92,3791.22,123.14,126.2,32,33.25,0.3321,0.3376,0.9933,0.994
1/18/2019,3757.7,3731.92,126.4,123.14,32.45,32,0.3372,0.3321,0.995,0.9932
1/17/2019,3723.54,3757.7,125.92,126.4,32.23,32.45,0.338,0.3372,0.999,0.995
1/16/2019,3709.98,3723.54,124,125.92,32.03,32.23,0.3347,0.338,0.9942,0.999
1/15/2019,3792.6,3709.98,132.05,124,33.1,32.03,0.3435,0.3347,0.9966,0.9942
1/14/2019,3630,3792.6,119.22,132.05,30.95,33.1,0.3258,0.3435,0.9976,0.9966
1/13/2019,3746,3630,129.14,119.22,33.22,30.95,0.3407,0.3258,1.0008,0.9976
1/12/2019,3765,3746,130,129.14,32.84,33.22,0.3418,0.3407,1.0012,1.0008
1/11/2019,3766.99,3765,132.29,130,34.69,32.84,0.343,0.3418,1.0008,1.0012
1/10/2019,4084.3,3766.99,152.39,132.29,39.35,34.69,0.3762,0.343,1.0016,1.0008
1/9/2019,4093.47,4084.3,152,152.39,40.11,39.35,0.3724,0.3762,1.0002,1.0016
1/8/2019,4085.3,4093.47,154.63,152,38.49,40.11,0.3715,0.3724,1.0036,1.0002
1/7/2019,4146.6,4085.3,160.82,154.63,40.14,38.49,0.373,0.3715,1.0025,1.0036
1/6/2019,3910.22,4146.6,158.49,160.82,35.4,40.14,0.3628,0.373,1.0049,1.0025
1/5/2019,3940,3910.22,157.42,158.49,32.92,35.4,0.368,0.3628,1.0034,1.0049
1/4/2019,3899.14,3940,151.28,157.42,32.64,32.92,0.3673,0.368,1.0062,1.0034
1/3/2019,4014,3899.14,158,151.28,34,32.64,0.384,0.3673,1.0089,1.0062
1/2/2019,3943.76,4014,144.17,158,32.68,34,0.375,0.384,1.0081,1.0089
1/1/2019,3814.16,3943.76,136.49,144.17,30.84,32.68,0.3622,0.375,1.0085,1.0081
12/31/2018,3955,3814.16,143.87,136.49,32.55,30.84,0.3793,0.3622,1.0077,1.0085
12/30/2018,3854.37,3955,138.19,143.87,31.43,32.55,0.3694,0.3793,1.0098,1.0077
12/29/2018,3986.2,3854.37,141.05,138.19,33.1,31.43,0.3847,0.3694,1.0068,1.0097
12/28/2018,3740.01,3986.2,118.82,141.05,28.76,33.1,0.3498,0.3847,1.0064,1.0068
12/27/2018,3937.34,3740.01,135.14,118.82,31.6,28.76,0.39,0.3498,1.0057,1.0064
12/26/2018,3905,3937.34,133,135.14,31.83,31.6,0.391,0.39,1.011,1.0057
12/25/2018,4158,3905,144,133,35.1,31.83,0.4176,0.391,1.0051,1.011
12/24/2018,4030,4158,131.99,144,34,35.1,0.3751,0.4176,1.0059,1.0051
12/23/2018,4090,4030,118.02,131.99,32.27,34,0.3687,0.3751,1.005,1.0059
12/22/2018,3937,4090,110.35,118.02,30.89,32.27,0.3619,0.3687,1.007,1.005
12/21/2018,4184.76,3937,117.85,110.35,33.11,30.89,0.3849,0.3619,1.0054,1.007
12/20/2018,3771.9,4184.76,101.47,117.85,29.78,33.11,0.3565,0.3849,0.9991,1.0054
12/19/2018,3733.2,3771.9,102.18,101.47,30.5,29.78,0.3545,0.3565,1.0075,0.9991
12/18/2018,3578.1,3733.2,95.8,102.18,29.74,30.5,0.3317,0.3545,1.0097,1.0075
12/17/2018,3292.42,3578.1,86.4,95.8,25.99,29.74,0.2928,0.3317,1.0112,1.0097
12/16/2018,3293.46,3292.42,85.78,86.4,24.41,25.99,0.2935,0.2928,1.0061,1.0112
12/15/2018,3316.9,3293.46,86.4,85.78,23.94,24.41,0.2966,0.2935,1.0073,1.0061
12/14/2018,3417,3316.9,89.06,86.4,23.89,23.94,0.3104,0.2966,1.0099,1.0073
12/13/2018,3559.94,3417,92.5,89.06,25.13,23.89,0.3171,0.3104,1.005,1.0099
12/12/2018,3499.26,3559.94,91.27,92.5,24.33,25.13,0.3109,0.3171,1.0031,1.005
12/11/2018,3554.22,3527.48,93.2,91.32,25.18,24.37,0.3108,0.311,1.0078,1.0031
12/10/2018,3667.18,3554.22,96.5,93.2,26.39,25.18,0.3205,0.3108,1.0004,1.0078
12/9/2018,3544.54,3667.18,93.85,96.5,25.24,26.39,0.3159,0.3205,1.0065,1.0004
12/8/2018,3537.38,3544.54,96.55,93.85,26.16,25.24,0.3127,0.3159,1.0048,1.0065
12/7/2018,3670.67,3537.38,95.43,96.55,27.89,26.16,0.322,0.3127,1.0034,1.0048
12/6/2018,3890,3670.67,106.3,95.43,30.35,27.89,0.3511,0.322,0.9966,1.0034
12/5/2018,4097.42,3890,113.58,106.3,32.27,30.35,0.3648,0.3511,0.9908,0.9966
12/4/2018,4023.7,4097.42,113.16,113.58,32.05,32.27,0.3637,0.3648,0.989,0.9908
12/3/2018,4246.61,4023.7,119.39,113.16,34.51,32.05,0.3781,0.3637,0.99,0.989
12/2/2018,4304.3,4246.61,120.67,119.39,35,34.51,0.3821,0.3781,0.988,0.99
12/1/2018,4138.06,4304.3,116.48,120.67,33.1,35,0.3738,0.3821,0.9944,0.988
11/30/2018,4405.9,4147.46,121.02,116.55,34.9,32.89,0.3909,0.3727,0.9905,0.9944
11/29/2018,4375,4405.9,125.09,121.02,35.59,34.9,0.4007,0.3909,0.9925,0.9905
11/28/2018,3930.3,4375,112.82,125.09,31.95,35.59,0.37,0.4007,0.9943,0.9925
11/27/2018,3899.49,3930.3,112.33,112.82,30.47,31.95,0.367,0.37,0.996,0.9943
11/26/2018,4100,3899.49,119.75,112.33,31.68,30.47,0.3854,0.367,0.9938,0.996
11/25/2018,4018.19,4100,116.77,119.75,30.33,31.68,0.3888,0.3854,0.9796,0.9938
11/24/2018,4483.35,4018.19,127.68,116.77,33.37,30.33,0.4205,0.3888,0.9814,0.9796
11/23/2018,4497,4483.35,130.37,127.68,33.1,33.37,0.4395,0.4205,0.9859,0.9814
11/22/2018,4777.97,4497,141.88,130.37,35.97,33.1,0.465,0.4395,0.9866,0.9859
11/21/2018,4632.06,4777.97,135.21,141.88,34.25,35.97,0.4495,0.465,0.9827,0.9866
11/20/2018,4978.83,4632.06,153.31,135.21,37.72,34.25,0.4898,0.4495,0.9867,0.9827
11/19/2018,5823.49,4978.83,182.93,153.31,43.8,37.72,0.5289,0.4898,0.9844,0.9867
11/18/2018,5802,5823.49,181.7,182.93,43.85,43.8,0.5122,0.5289,0.9865,0.9844
11/17/2018,5852.2,5802,182.49,181.7,44.14,43.85,0.4934,0.5122,0.9888,0.9889
11/16/2018,5915.8,5852.2,189,182.49,45.89,44.14,0.4998,0.4934,0.9705,0.9888
11/15/2018,5970.2,5915.8,190,189,45.16,45.89,0.4891,0.4998,0.9651,0.9705
11/14/2018,6522.2,5970.2,211.81,190,50.55,45.16,0.5223,0.4891,0.962,0.9651
11/13/2018,6492.07,6522.2,214.33,211.81,51.63,50.55,0.5288,0.5223,0.9639,0.962
11/12/2018,6526,6492.07,215,214.33,52.13,51.63,0.5158,0.5288,0.9698,0.9633
