Date,BTC Open,BTC Close,ETH Open,ETH Close,LTC Open,LTC Close,XRP Open,XRP Close,USDT Open,USDT Close
9/7/2019,10473.64,10644.25,172.02,180.59,65.81,69.88,0.2547,0.2645,1.0009,1.0018
9/6/2019,10695.39,10473.64,175.9,172.02,65.99,65.81,0.2597,0.2547,1.0006,1.0009
9/5/2019,10678.71,10695.39,176.83,175.9,67.8,65.99,0.2613,0.2597,1.0014,1.0006
9/4/2019,10677.25,10678.71,179.53,176.83,69.3,67.8,0.2642,0.2613,1.0016,1.0014
9/3/2019,10446.19,10677.25,179.85,179.53,67.55,69.3,0.2636,0.2642,1.0027,1.0016
9/2/2019,9976.42,10446.19,174.91,179.85,67.82,67.55,0.2623,0.2636,1.0024,1.0026
9/1/2019,9878.36,9976.42,177.04,174.91,66.33,67.82,0.2656,0.2623,1.0002,1.0024
8/31/2019,9875.48,9878.36,173.79,177.04,66.47,66.33,0.263,0.2656,1.0001,1.0002
8/30/2019,9774.99,9875.48,173.95,173.79,65.94,66.47,0.2649,0.263,0.9991,1.0001
8/29/2019,10033.57,9774.99,178.56,173.95,68.9,65.94,0.2639,0.2649,0.9997,0.9991
8/28/2019,10318.14,10033.57,189.5,178.56,73.67,68.9,0.2732,0.2639,0.9987,0.9997
8/27/2019,10463.93,10318.14,190.6,189.5,74.43,73.67,0.2726,0.2732,0.9991,0.9987
8/26/2019,10364.88,10463.93,190.87,190.6,73.7,74.43,0.2761,0.2726,0.9999,0.9991
8/25/2019,10385.75,10364.88,195.12,190.87,75.1,73.7,0.2782,0.2761,1.0007,0.9999
8/24/2019,10581.6,10385.75,197.46,195.12,76.53,75.1,0.2811,0.2782,1.0015,1.0007
